#chr	start	end	name	WT_DNAse_ZT02	WT_DNAse_ZT06	WT_DNAse_ZT10	WT_DNAse_ZT14	WT_DNAse_ZT18	WT_DNAse_ZT22	WT_DNAse_ZT26	WT_DNAse_ZTALL	WT_H3K27ac_ZT02	WT_H3K27ac_ZT06	WT_H3K27ac_ZT10	WT_H3K27ac_ZT14	WT_H3K27ac_ZT18	WT_H3K27ac_ZT22	WT_H3K27ac_ZT26	WT_H3K4me3_ZT02	WT_H3K4me3_ZT06	WT_H3K4me3_ZT10	WT_H3K4me3_ZT14	WT_H3K4me3_ZT18	WT_H3K4me3_ZT22	WT_H3K4me3_ZT26	WT_Pol2_ZT02	WT_Pol2_ZT06	WT_Pol2_ZT10	WT_Pol2_ZT14	WT_Pol2_ZT18	WT_Pol2_ZT22	WT_Pol2_ZT26
chr7	53140618	53140717		0.89	0.52	0.74	0.24	0.49	0	0.49	0.47	30.4	36.96	68.55	91.09	17.6	53.72	33.45	125.37	0	99.01	39.34	71.75	5.6	36.54	164.86	81.18	216.48	163.2	110.08	168.62	164.61
chr7	53140718	53140817		0.83	0.44	0.79	0.44	0.49	0.48	0.54	0.5	55.33	36.23	130.94	75.36	35.18	70.99	71.97	86.22	0	138.45	67.19	24.19	42.0	103.24	207.58	131.27	238.91	224.08	174.76	277.28	250.76
chr7	53140818	53140917		0.78	0.56	1.12	0.43	0.28	1.32	0.74	0.6	65.86	52.26	60.85	23.17	46.03	34.95	36.83	0	12.09	49.57	43.6	54.12	42.0	33.06	130.84	69.69	132.64	174.35	102.05	170.95	230.99
chr7	53140918	53141017		0.21	0.28	0.53	0.06	0.14	0	0.19	0.25	27.22	30.74	36.64	22.02	94.73	36.96	26.92	0	16.77	0	30.36	17.63	25.76	0	144.84	110.45	81.04	220.73	173.67	198.15	192.65
chr7	53141018	53141117		1.03	0.5	0.55	0.32	0.82	0	0.26	0.46	12.9	50.65	35.47	41.94	63.09	95.49	55.61	63.75	0	0	103.87	0	15.68	0	233.45	237.38	243.31	277.49	281.32	327.98	242.53
chr7	53141118	53141217		1.28	0.28	0.29	0.44	0.14	1.38	0.88	0.36	4.02	84.49	37.98	52.3	40.21	33.05	17.95	0	37.73	0	104.37	15.99	0	9.86	196.06	176.49	224.8	259.73	163.38	200.51	362.91
chr7	53141218	53141317		1.11	0.56	0.59	0.44	0.35	0.3	0.69	0.5	7.92	43.96	40.04	35.69	33.36	21.74	20.18	0	19.25	0	9.2	15.99	0	33.06	120.61	131.5	93.92	171.51	169.29	146.69	75.65
chr7	53141318	53141417		0.95	0.68	0.57	0.51	0.84	0.24	0.43	0.57	7.8	63.97	23.62	17.52	51.84	15.82	19.08	35.7	0	0	0	6.15	0	0	202.98	135.87	133.59	208.12	244.66	285.24	298.73
chr7	53141418	53141517		0.41	1.08	0.78	0.95	1.12	0.6	0.44	0.85	14.28	33.76	82.12	32.91	55.73	63.96	67.31	27.2	41.58	0	0	25.83	0	19.72	382.58	236.53	367.85	373.34	497.55	405.97	531.43
chr7	53141518	53141617		0.54	1.08	1.22	0.31	0.91	0.78	0.94	0.87	20.24	25.24	72.0	20.1	31.52	53.28	57.41	0	15.4	40.96	7.82	0	0	23.2	274.89	144.76	270.85	243.61	480.18	432.57	410.58
chr7	53141618	53141717		0.42	0.64	0.63	0.12	0.56	0.48	0.75	0.51	22.76	36.64	45.49	18.52	42.2	50.9	29.23	0	103.53	6.4	28.06	0	0	0	345.91	111.76	179.74	256.71	227.35	209.63	241.02
chr7	53141718	53141817		0.36	0.72	0.99	0.83	0.84	0.96	0.8	0.77	73.24	38.17	65.29	21.75	54.0	33.01	50.14	0	11.55	20.56	91.87	32.39	0	0	580.13	286.19	357.04	323.81	200.3	342.48	438.35
chr7	53141818	53141917		1.06	0.32	1.36	0.93	0.91	1.75	0.98	0.8	129.04	25.41	63.25	51.25	51.95	53.89	74.39	20.4	30.03	86.9	17.48	29.11	0	0	715.7	280.12	421.7	484.62	400.95	523.0	544.08
chr7	53141918	53142017		1.0	0.48	1.07	1.0	1.82	0.3	2.31	1.16	36.39	14.97	56.68	64.55	67.23	58.62	88.82	66.3	58.52	35.2	0	72.98	40.88	17.4	718.09	450.78	555.38	673.98	771.1	791.55	612.98
chr7	53142018	53142117		1.25	0.44	1.12	0.95	1.89	0.54	1.37	1.01	62.51	42.27	55.47	90.09	65.23	73.73	92.91	39.1	25.41	0	5.52	34.03	0.56	69.02	822.16	507.76	625.41	549.19	603.84	844.65	634.33
chr7	53142118	53142217		0.48	0.72	0.4	0.31	1.19	0.36	0.61	0.58	8.28	50.82	48.39	52.86	64.51	29.2	60.83	0.85	0	0	31.74	54.53	73.84	38.86	548.0	387.45	460.46	354.75	387.49	488.14	443.82
chr7	53142218	53142317		1.07	0.76	0.29	0.64	1.19	0.6	1.17	0.72	9.12	42.93	45.71	34.59	37.92	44.11	55.84	62.05	0	0	60.11	34.03	10.08	47.56	610.02	362.84	315.53	405.14	472.72	448.57	413.47
chr7	53142318	53142417		0.59	0.4	0.97	0.75	1.26	0.78	0.61	0.71	78.99	37.08	91.08	60.42	75.03	51.14	85.53	0	20.02	0	47.99	32.39	0	0	555.92	510.94	481.63	454.25	546.63	541.2	485.49
chr7	53142418	53142517		0.95	0.44	0.78	1.02	1.53	1.8	0.75	0.78	37.58	35.02	90.61	111.22	93.24	86.25	130.42	18.7	65.45	0	95.63	32.39	121.9	22.62	681.31	464.03	474.91	440.75	537.2	587.24	525.16
chr7	53142518	53142617		0.71	0.36	0.69	0.31	0.49	0.96	1.07	0.54	26.61	21.39	97.33	72.73	114.83	119.15	52.85	107.65	28.49	48.0	118.79	27.47	80.97	63.8	544.55	319.23	412.61	348.29	434.22	400.04	329.92
chr7	53142618	53142717		0.3	0.28	0.78	0.5	0.21	0.36	0.95	0.49	42.93	17.51	42.26	24.34	33.37	37.84	17.93	63.75	0	0	37.89	36.49	5.6	19.14	280.35	180.21	253.18	211.54	200.58	157.89	196.84
chr7	53142718	53142817		0.77	0.12	0.63	0.12	0.84	0.18	0.62	0.41	17.89	8.23	27.61	70.2	53.82	73.25	59.41	0	0	0	0	0	0	95.12	219.19	167.52	115.65	198.86	222.31	173.75	126.94
chr7	53142818	53142917		0.47	0.24	1.31	0.13	0.91	0	0.43	0.57	18.82	21.65	34.77	66.05	21.76	81.61	31.51	0	0	48.0	71.49	5.33	0	15.08	182.81	273.03	158.09	248.05	313.37	163.91	235.91
chr7	53142918	53143017		0.53	0.36	0.78	0.43	0.63	0.54	0.69	0.52	42.33	16.16	34.01	27.39	43.13	82.89	57.48	0	0	0	1.38	43.87	0	0	271.4	278.87	200.46	193.64	148.08	185.33	199.34
chr7	53143018	53143117		1.07	0.24	1.37	0.24	0.63	0.84	0.68	0.59	5.46	4.59	77.03	39.28	46.81	27.36	61.43	45.05	0	0	36.34	46.74	0	0	262.26	224.46	265.46	287.94	195.16	284.28	165.28
chr7	53143118	53143217		0.54	0.8	0.6	0.69	0.84	0.42	0.49	0.65	10.54	13.76	70.16	45.58	44.66	36.48	47.36	17.85	0	0	36.34	9.02	32.67	0	163.32	216.18	231.71	294.62	232.65	303.99	117.54
chr7	53143218	53143317		0.77	0.08	0.39	0.5	0.28	0.9	0.63	0.32	30.54	68.25	27.51	15.94	28.88	19.35	36.91	0	0	0	73.41	49.2	50.75	43.5	170.48	98.91	184.75	173.25	171.32	202.5	189.04
chr7	53143318	53143417		0.54	0.6	0.34	0.13	0.63	0.18	0.12	0.37	46.0	38.12	20.91	2.66	6.56	9.66	9.13	0	0	0	0	5.74	42.0	0	120.94	56.57	122.83	76.92	105.02	74.32	113.83
chr7	53143418	53143517		0.24	0.2	0.14	0.51	0.7	0.24	0.12	0.28	22.0	27.37	14.37	5.11	48.88	30.64	9.45	0	0	0	0	5.74	7.28	0	146.56	127.51	98.37	50.28	82.77	105.87	115.54
chr7	53143518	53143617		0.71	0.32	0.25	0.7	0.63	0.24	0.87	0.48	2.52	64.4	18.48	35.04	51.59	18.42	46.09	0	2.31	0	0	26.24	103.32	43.5	240.09	224.44	198.29	139.14	132.32	166.3	83.59
chr7	53143618	53143717		0.54	0.56	0.48	0.25	0.28	0.36	0.51	0.4	17.94	27.39	22.06	28.66	95.07	41.97	56.74	0	54.67	48.0	63.23	0	56.99	27.84	242.08	151.72	250.47	131.21	198.36	197.4	104.77
chr7	53143718	53143817		0.48	0.48	0.35	0.18	0.42	0.54	0.19	0.31	163.3	16.1	53.66	39.28	52.35	35.13	79.52	0	30.8	8.32	45.65	0	34.72	58.0	278.01	160.84	181.86	166.86	131.74	192.75	144.61
chr7	53143818	53143917		0.82	0.56	0.29	0.62	0.98	0.66	0.24	0.49	89.68	34.43	71.29	70.34	68.75	44.55	70.92	69.7	26.18	65.96	36.34	13.53	15.68	0	217.03	161.26	151.6	152.11	166.55	138.94	181.08
chr7	53143918	53144017		0.96	0.64	0.82	0.51	0.7	1.14	0.51	0.6	7.38	42.75	36.07	66.46	57.73	83.63	71.92	56.95	0	20.48	0	63.14	32.48	0	143.69	94.77	129.16	201.01	198.51	172.26	120.81
chr7	53144018	53144117		0.83	0.76	0.79	0.64	0.35	0	0.43	0.58	34.34	32.85	46.12	61.01	20.0	37.61	70.47	0	0	11.52	0	82.0	0	8.7	161.88	149.4	97.94	140.96	135.96	150.39	95.18
chr7	53144118	53144217		0.71	0.56	0.82	0.57	0.63	0.3	0.89	0.66	96.35	6.01	49.68	72.42	21.6	38.16	52.12	0	77.16	35.84	0	87.74	0	34.22	254.46	164.92	158.1	161.58	141.38	151.19	106.62
chr7	53144218	53144317		0.6	0.4	1.12	0.64	0.35	0.24	0.5	0.59	72.08	24.84	67.03	49.29	24.9	75.2	33.64	68.53	52.36	30.31	92.79	49.2	0	43.5	191.51	103.8	201.38	102.87	133.33	169.78	102.78
chr7	53144318	53144417		0.36	0.4	0.78	0.94	0.56	0.18	1.08	0.67	53.1	38.37	77.02	44.66	77.39	120.04	38.16	68.6	42.35	109.31	34.5	100.86	0	43.5	62.27	123.79	116.26	122.96	169.57	108.41	80.07
chr7	53144418	53144517		0.24	0.24	0.48	0.25	0.77	0.42	0.62	0.42	19.08	90.96	75.13	69.51	50.2	99.26	39.35	114.29	0	21.76	17.94	20.91	84.74	13.34	65.75	108.25	75.85	106.36	109.26	87.81	82.11
chr7	53144518	53144617		0.29	0.2	0.25	0.51	0.28	0.54	0.31	0.27	40.35	45.51	57.75	23.51	41.81	64.73	21.26	0	0	28.8	25.76	0	42.0	113.1	102.63	54.22	20.69	46.55	25.86	42.57	84.98
chr7	53144618	53144717		0.18	0.12	0.1	0.06	0.07	0.36	0	0.07	14.65	47.11	25.96	4.97	9.92	29.26	12.24	0	0	0	10.12	5.33	42.0	2.9	30.34	46.88	29.34	33.49	19.77	26.23	59.22
chr7	53144718	53144817		0.18	0	0	0.57	0.14	0	0	0.12	43.23	14.13	14.67	0	7.28	13.49	0	0	0	0	0	26.65	0	0	13.78	9.09	15.27	14.76	23.26	4.96	9.7
chr7	53144818	53144917		0.18	0.12	0	0.32	0	0	0	0.08	85.83	1.56	16.47	0	4.48	12.78	2.8	0	0	0	0	0	42.0	0	40.2	14.06	6.84	30.75	17.62	42.53	2.04
chr7	53144918	53145017		0.12	0.28	0.1	0.13	0	0.48	0	0.11	9.25	7.02	22.96	15.49	6.96	16.16	10.65	32.3	76.31	0	0	0	2.24	5.22	43.52	30.43	26.89	29.8	31.35	32.85	11.38
chr7	53145018	53145117		0.24	0.16	0.44	0.44	0	0.42	0.25	0.25	30.51	3.14	15.34	37.18	5.12	13.75	19.97	30.6	38.5	0	0	0	39.2	37.7	41.42	28.57	37.01	31.31	17.59	10.19	17.65
chr7	53145118	53145217		0.59	0.4	0.2	0.25	0.14	0.06	0.31	0.25	40.52	4.28	18.37	45.58	10.8	30.18	16.93	35.7	55.44	0	0	57.4	19.6	0	39.87	12.59	24.46	20.4	11.36	19.0	4.2
chr7	53145218	53145317		0.18	0.56	0.1	0.06	0.21	0	0.38	0.27	140.45	16.56	31.05	45.93	20.64	42.48	36.0	27.2	1.54	8.96	0	70.93	21.84	0	25.17	34.32	46.87	21.9	20.56	54.74	23.04
chr7	53145318	53145417		0.65	0.68	0.2	0.18	0.56	0	0.37	0.38	109.88	16.96	33.21	33.39	42.08	46.31	32.19	50.15	1.54	38.4	19.32	0	39.76	0	47.58	46.98	21.85	18.71	23.52	66.79	43.51
chr7	53145418	53145517		0.24	0.4	0	0.12	0.14	0.12	0.3	0.19	8.5	15.67	6.91	61.38	56.99	40.53	14.56	12.75	82.47	0	16.56	43.87	1.68	0	24.7	28.82	40.82	42.35	41.12	17.86	30.29
chr7	53145518	53145617		0.24	0.36	0.05	0.18	0.28	0	0.12	0.19	59.62	27.9	17.26	41.16	48.15	38.75	24.35	0	30.03	16.0	36.34	52.48	10.08	0	25.24	29.77	32.81	11.4	37.7	4.23	8.46
chr7	53145618	53145717		0.94	0.24	0.24	0	0.07	0	0.06	0.13	53.17	36.62	16.93	33.59	37.87	13.29	23.35	0	0	31.36	25.3	7.79	82.23	0	55.65	26.82	39.51	46.66	25.28	9.76	27.35
chr7	53145718	53145817		1.12	1.12	0.82	0.18	0.49	0.72	0.88	0.7	9.33	46.4	40.97	57.55	76.19	26.89	51.01	0	0.77	29.44	65.35	27.47	32.74	0	71.62	84.85	35.07	44.6	20.3	55.4	91.88
chr7	53145818	53145917		0.82	0.88	0.25	0.75	0.49	0.66	1.18	0.68	32.85	112.16	82.64	56.36	90.5	43.82	94.75	2.55	56.21	17.92	69.04	47.15	12.88	0	71.83	111.98	61.14	66.57	57.96	74.97	83.92
chr7	53145918	53146017		0.76	0.72	0.45	0.31	0.63	0.54	0.44	0.48	39.08	87.68	14.76	75.32	38.44	54.73	94.99	60.35	94.32	49.62	21.16	15.17	28.56	43.5	88.77	108.73	60.4	52.74	103.1	63.65	51.94
chr7	53146018	53146117		1.18	0.12	0.25	0.63	0.77	0.66	0.38	0.36	9.84	26.22	36.65	60.59	73.47	56.96	92.31	0	20.79	45.75	24.4	64.37	45.36	0	68.31	84.32	55.15	53.55	79.11	124.32	111.77
chr7	53146118	53146217		0.71	0.48	0.29	0.12	0.84	0.48	0.18	0.35	11.1	13.1	36.74	41.94	18.87	41.22	27.53	0	0	26.24	76.56	49.2	38.08	0	57.36	60.85	79.48	69.93	31.7	71.48	43.55
chr7	53146218	53146317		0.36	0.44	0.24	0.57	0.07	0	0.49	0.34	52.79	17.52	8.78	38.51	25.76	22.81	44.08	0	0	58.88	7.36	44.69	0	0	32.19	35.68	32.69	23.66	26.7	28.85	10.29
chr7	53146318	53146417		0.12	0.28	0	0.06	0.14	0.18	0.25	0.14	25.33	43.69	26.89	30.87	33.56	20.78	25.13	0	0	9.6	0	13.53	0	16.82	6.12	27.69	21.65	15.6	23.87	26.51	41.89
chr7	53146418	53146517		0.12	0.32	0.15	0.18	0.28	0.24	0.12	0.2	8.46	22.16	20.36	32.17	36.92	27.44	9.9	46.75	95.25	0	0	18.45	0	26.1	33.09	5.68	49.57	21.83	10.8	19.81	28.91
chr7	53146518	53146617		0.23	0.68	0.1	0.19	0.14	0.06	0.06	0.25	42.35	4.61	24.51	40.4	13.28	30.6	39.01	16.15	19.3	15.36	25.76	32.39	56.24	43.5	54.01	7.3	37.37	56.85	19.76	53.55	23.94
chr7	53146618	53146717		0.3	0.32	0.35	0.18	0.35	0	0.37	0.29	66.41	33.7	8.1	9.94	6.16	33.82	25.18	0	20.02	99.11	10.12	31.98	53.2	43.5	43.31	42.64	68.57	47.47	27.03	32.93	18.23
chr7	53146718	53146817		0.48	0.2	0	0.25	0.42	0.3	0.56	0.24	18.85	46.03	29.69	15.44	12.24	31.86	39.71	0	86.37	28.2	0	0	33.6	0	44.73	30.42	43.67	48.04	42.2	63.81	27.49
chr7	53146818	53146917		0.42	0.36	0.24	0.13	0.14	0	0.06	0.19	11.1	16.39	35.1	26.96	10.64	33.54	20.41	0	7.7	94.09	0	0	23.52	0	0.84	33.05	34.42	55.64	22.1	16.47	27.83
chr7	53146918	53147017		0.42	0.12	0	0.32	0.28	0	0.19	0.15	0	0	6.77	4.69	14.0	19.74	11.36	0	0	1.92	0	0	0	0	0.55	7.96	11.85	3.54	30.08	8.14	3.9
chr7	53147018	53147117		0.59	0.24	0.1	0.06	0	0	0.06	0.1	13.33	0	22.79	5.81	11.12	7.14	31.78	0	0	0	14.26	15.99	31.36	0	40.48	36.91	40.33	0	2.25	32.01	3.3
chr7	53147118	53147217		0	0.32	0.54	0.44	0.42	0	0.49	0.42	36.57	19.15	66.5	65.97	28.76	10.15	50.38	63.75	0	48.0	21.62	70.93	46.48	63.8	46.33	54.51	64.53	33.81	14.04	20.67	17.72
chr7	53147218	53147317		0.47	0.32	0.34	0.25	0.28	0	0.25	0.27	65.0	39.89	61.37	56.31	48.3	34.97	28.71	0	0	0	0	41.41	47.04	22.62	54.63	10.98	46.65	43.87	17.87	38.54	28.57
chr7	53147318	53147417		0.88	0.84	0.25	0.25	0.56	0.3	0.56	0.48	23.74	39.77	43.2	37.43	12.56	13.97	18.99	0	0	0	0	29.11	0	0	29.99	23.87	11.56	24.56	1.65	12.69	13.11
chr7	53147418	53147517		0.47	0.24	0.05	0.76	0.21	0.42	0.37	0.29	37.26	40.28	30.89	24.48	20.48	21.5	32.59	0	0	0	0	35.26	8.4	43.5	72.31	59.76	34.33	37.06	31.36	24.88	6.87
chr7	53147518	53147617		0.3	0.84	0.05	0.77	0.42	1.32	0.06	0.41	13.55	17.16	8.81	26.06	20.72	43.9	41.18	0	33.88	0	75.67	64.78	48.16	64.38	63.77	66.56	23.97	27.24	67.6	60.04	27.51
chr7	53147618	53147717		0.48	0.64	0.24	0.37	0.42	0.42	0.25	0.37	44.09	20.52	21.15	29.66	34.52	59.32	37.53	0	23.1	0	54.94	20.09	26.32	65.54	47.8	21.96	48.7	37.34	47.37	34.57	32.28
chr7	53147718	53147817		0.06	0.2	0.54	0.31	0.28	0.54	0.7	0.36	35.63	88.67	40.98	24.41	45.29	60.15	46.35	0	0	0	14.26	108.65	10.66	0	39.23	40.73	57.79	41.48	48.13	48.35	23.85
chr7	53147818	53147917		0.47	0.4	0.25	0.56	0.42	0.48	0.3	0.35	6.36	22.56	62.2	22.54	37.06	55.37	57.07	0	0	0	0	22.14	115.16	0	43.66	55.72	64.61	60.13	75.36	79.07	70.97
chr7	53147918	53148017		0.18	0.16	0.48	0.31	0.14	0.72	0.51	0.29	49.31	29.76	38.66	53.21	35.7	49.79	54.45	0	23.87	0	0	103.32	124.84	0	63.04	60.4	54.88	46.99	23.23	68.25	57.69
chr7	53148018	53148117		0.88	0.48	0.1	0.38	0.56	0	0.31	0.33	85.19	19.64	22.16	41.03	58.57	65.12	36.78	0	70.07	10.88	0	54.12	17.92	84.1	68.08	80.34	59.96	49.77	35.84	68.58	50.64
chr7	53148118	53148217		1.18	0.32	0.38	0.94	0.7	0.84	1.4	0.65	44.24	18.01	46.25	40.61	79.39	52.73	115.98	32.96	20.02	74.41	78.76	96.35	29.12	23.2	111.84	125.68	107.36	118.28	54.37	106.82	43.76
chr7	53148218	53148317		0.48	0.44	0.24	0.89	1.4	0.3	0.62	0.6	11.97	12.35	62.08	38.13	79.95	80.74	70.03	155.85	0	106.27	66.67	67.24	100.99	22.04	74.65	136.04	93.91	80.72	55.06	123.95	108.52
chr7	53148318	53148417		0.54	0.44	0.39	0.5	0.77	0.48	0.49	0.46	79.48	2.92	55.11	42.59	76.83	45.3	82.4	0	70.07	0	0	27.88	25.2	0	16.9	58.24	21.96	34.16	43.5	44.22	54.03
chr7	53148418	53148517		1.12	0.4	0.63	0.75	0.84	0.42	0.25	0.51	67.81	13.33	40.79	60.55	71.39	66.1	37.76	0	44.66	28.8	30.82	119.72	75.96	31.9	36.29	39.94	43.12	39.8	52.51	73.31	74.95
chr7	53148518	53148617		1.42	0.48	0.24	0.7	0.28	0.3	0.43	0.39	14.4	32.13	49.53	60.35	33.06	58.68	45.64	0	0	27.52	5.06	68.06	12.88	87.0	62.05	30.61	71.67	48.9	82.67	115.55	109.54
chr7	53148618	53148717		1.6	0.36	0.15	0.31	0.63	0.36	0.63	0.37	3.12	42.58	44.26	49.78	25.84	52.21	30.88	0	0	38.4	0	35.26	71.99	46.98	54.94	32.15	33.71	67.11	49.79	79.02	121.61
chr7	53148718	53148817		1.06	1.04	0.68	0.13	0.98	0.48	0.37	0.64	8.7	74.19	46.42	17.89	36.88	56.27	62.62	0	0	30.08	17.02	46.74	53.03	27.84	24.64	86.71	52.11	43.31	45.63	41.05	23.66
chr7	53148818	53148917		0.54	0.68	0.35	0.12	0.7	0.18	0.57	0.45	19.5	45.99	53.79	35.48	20.53	70.55	34.81	47.6	57.75	62.97	55.5	7.38	92.97	21.46	33.23	64.34	81.6	22.26	124.64	53.65	39.86
chr7	53148918	53149017		0.94	0.12	0.05	0.37	0.84	0.6	0.5	0.3	16.18	43.6	28.22	39.14	46.07	25.1	31.85	15.3	0	75.16	0	66.83	21.28	22.04	23.53	88.18	63.83	52.05	76.87	68.54	43.14
chr7	53149018	53149117		1.19	0.36	0.05	0.31	0.42	1.38	0.51	0.29	11.16	38.2	51.66	36.79	67.71	30.24	87.12	0	46.2	21.76	54.28	63.14	42.0	62.64	13.32	55.19	40.53	85.29	9.75	65.67	24.59
chr7	53149118	53149217		1.13	0.72	0.19	0.57	0.84	0.66	0.5	0.53	5.88	11.2	66.87	40.82	68.43	65.93	79.95	0	10.78	0	114.12	84.46	0	1.16	18.24	71.75	60.11	40.11	21.12	66.85	12.74
chr7	53149218	53149317		0.65	0.52	0.52	0.31	0.42	0.3	0.69	0.47	70.82	6.82	90.72	51.39	76.67	51.14	34.92	108.47	16.96	14.08	12.42	63.55	76.67	0	48.34	60.24	89.96	75.93	69.82	47.24	37.47
chr7	53149318	53149417		0.47	0.76	0.29	0.12	0.14	0.18	0.76	0.43	39.43	14.28	35.42	66.95	37.87	36.31	5.71	17.85	204.09	81.16	35.88	67.65	7.28	43.5	16.63	90.33	95.54	51.42	52.17	72.82	60.26
chr7	53149418	53149517		0.42	0.76	0.34	0.19	0.35	0	0.49	0.42	22.84	98.25	24.87	74.01	21.71	24.16	31.02	0	13.09	0	0	0	0	0	14.17	88.74	30.19	71.73	24.57	69.71	36.14
chr7	53149518	53149617		0.42	0.4	0.53	0.24	0.63	0.06	0.56	0.43	7.2	31.79	58.62	46.49	45.05	40.46	48.74	0	52.36	62.46	19.32	2.05	0	0	38.16	102.21	39.33	53.37	27.33	16.2	45.31
chr7	53149618	53149717		0.6	0.36	0.29	0.44	0.07	0	0.3	0.28	28.6	18.93	59.34	34.67	35.09	62.41	28.02	53.55	0	32.79	16.56	29.93	14.0	43.5	44.51	54.68	41.55	34.16	22.94	28.26	26.75
chr7	53149718	53149817		0.53	0.44	0.2	0.06	0.28	0.12	0.13	0.22	24.64	41.14	39.1	50.62	44.27	36.47	19.77	9.35	0	0	37.95	17.22	27.44	9.86	32.49	34.75	21.45	20.76	22.03	57.15	7.41
chr7	53149818	53149917		0.06	0.2	0.1	0.18	0.7	0.48	0.38	0.26	42.66	6.17	48.39	30.74	42.76	19.9	30.48	11.05	0	48.0	70.47	14.76	32.48	33.06	44.47	53.86	22.76	27.7	29.67	46.93	48.65
chr7	53149918	53150017		0.47	0.32	0.45	0.51	0.35	0.36	0.56	0.39	67.93	10.2	36.15	6.37	35.53	47.7	24.72	51.85	0	0	0	16.81	81.18	0	58.22	69.84	30.68	61.11	36.28	54.97	43.12
chr7	53150018	53150117		0.53	0.4	0.2	1.07	0.56	0.54	0.31	0.44	48.7	48.65	23.58	25.19	34.48	42.54	25.85	0	62.51	9.6	1.84	18.45	11.2	27.26	77.28	93.84	60.36	23.41	59.85	80.81	57.84
chr7	53150118	53150217		2.23	0.48	0.49	0.51	1.25	0.42	0.81	0.62	49.53	44.5	46.79	53.28	27.92	37.43	34.0	0	51.66	72.46	68.1	53.71	0	79.46	82.29	91.33	115.88	35.87	73.39	82.04	124.51
chr7	53150218	53150317		1.84	0.88	0.25	1.52	0.42	0.42	0.45	0.67	3.3	45.38	25.3	43.97	36.28	40.72	28.62	0	0	12.8	2.3	38.95	0	22.04	42.04	78.0	59.66	23.16	47.13	85.12	87.79
chr7	53150318	53150417		0.94	0.24	0.39	0.31	0.49	0.78	0.61	0.36	16.6	33.39	35.92	20.47	35.23	51.91	24.19	0	5.39	48.0	33.58	36.49	21.28	19.14	29.57	40.16	16.34	19.08	20.05	25.08	53.9
chr7	53150418	53150517		1.32	0.36	0.1	0.25	0.49	0.12	0.12	0.25	77.55	21.34	40.51	39.42	36.38	31.65	58.7	0	77.01	0	2.3	91.84	20.16	23.78	21.29	128.04	18.48	61.11	48.06	34.89	17.1
chr7	53150518	53150617		0.71	0.4	0.59	0.63	0.49	0.36	0.56	0.48	27.05	8.46	33.22	29.59	64.62	76.34	44.67	63.75	31.57	0	0	31.98	35.84	0	30.06	78.76	59.68	40.61	44.88	67.92	37.54
chr7	53150618	53150717		0.53	0.36	0.54	0.25	0.56	0	0.5	0.4	83.82	34.61	37.81	18.9	15.2	35.1	23.19	0	0	47.36	74.99	67.24	72.01	0	32.6	27.3	31.73	26.1	34.43	67.32	21.59
chr7	53150718	53150817		0.3	0.28	0.2	0.38	0.07	0.06	0.31	0.23	112.02	17.71	46.5	35.36	16.0	28.03	9.81	0	0	0	33.89	28.7	17.36	0	9.21	45.42	4.4	11.94	20.37	61.63	32.39
chr7	53150818	53150917		0.42	0.64	0.2	0.56	0.49	0.6	0.24	0.4	61.27	26.32	75.07	17.79	36.23	31.37	28.09	0	0	0	0	66.42	0	0	18.82	26.0	37.42	20.22	14.21	31.77	20.74
chr7	53150918	53151017		0.18	0.4	0.24	0.19	0.49	0	0.5	0.33	110.99	20.12	51.32	50.41	84.91	42.06	35.24	0	0	48.0	17.94	43.46	0	0	28.24	18.35	41.88	44.18	17.03	66.53	78.06
chr7	53151018	53151117		0.65	0.72	0.63	0.5	1.11	0.42	0.87	0.7	48.76	35.4	50.82	79.34	107.75	69.1	26.4	45.9	0	48.0	17.94	54.53	0	6.96	38.31	38.26	16.73	57.19	51.54	69.91	103.23
chr7	53151118	53151217		0.24	0.76	0.91	0.56	0.84	0.6	1.65	0.88	75.96	61.52	81.62	70.58	99.71	86.67	48.45	17.0	0	44.16	36.34	60.27	35.28	78.3	51.81	113.86	45.71	46.71	50.01	46.05	85.09
chr7	53151218	53151317		0.3	0.4	0.63	0.32	0.42	0.6	1.33	0.57	65.08	118.79	114.39	74.35	75.15	67.36	62.72	0	0	34.56	32.2	11.07	6.16	0.58	46.48	86.84	74.08	67.65	47.41	67.46	67.66
chr7	53151318	53151417		0.72	0.68	0.34	0.06	1.05	0.18	1.01	0.56	45.3	54.67	87.56	76.05	60.66	78.64	56.83	39.95	0	138.88	28.23	20.91	0	34.8	42.44	90.02	61.76	58.82	43.93	57.79	26.66
chr7	53151418	53151517		0.54	0.56	0.69	0.25	0.7	0.18	0.24	0.46	8.4	13.66	73.9	64.18	55.52	49.16	33.46	22.95	34.65	51.94	47.8	20.91	40.47	51.62	80.09	119.32	37.86	119.09	41.91	17.87	23.01
chr7	53151518	53151617		0.42	1.08	0.68	0.43	0.42	0.6	0.49	0.65	36.92	20.24	46.0	57.9	68.19	63.22	23.55	41.65	57.75	15.36	5.52	31.16	85.15	68.44	77.25	72.46	25.42	39.91	53.04	61.63	28.03
chr7	53151618	53151717		0.6	1.52	1.36	1.25	0.84	0.3	0.93	1.14	121.85	71.15	58.21	82.02	86.67	24.72	53.78	92.49	21.56	96.58	67.31	29.93	0	17.98	86.33	47.48	13.67	41.02	38.87	73.6	24.62
